Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Weighted_Moving_Average,Lag_52_weeks,Normal_Baseline_Last_Year,Seasonal_Multiplier,Multiplier_Forecast,Forecast_Error,Absolute_Error
4,2010-04-02,1979247.12,0,48.77,2.74,126.6034839,7.896,1829518.5395,,,1.0,1829518.5395,149728.58050000016,149728.58050000016
4,2010-04-09,1818452.72,0,54.16,2.773,126.6019032,7.896,1891126.719,,,1.0,1891126.719,-72673.99900000007,72673.99900000007
4,2010-04-16,1851519.69,0,56.23,2.81,126.5621,7.896,1866343.747,,,1.0,1866343.747,-14824.05700000003,14824.05700000003
4,2010-04-23,1802677.9,0,56.87,2.805,126.4713333,7.896,1859105.365,,,1.0,1859105.365,-56427.465000000084,56427.465000000084
4,2010-04-30,1817273.28,0,53.04,2.787,126.3805667,7.896,1822138.7495,,,1.0,1822138.7495,-4865.46949999989,4865.46949999989
4,2010-05-07,2000626.14,0,56.77,2.836,126.2898,7.896,1817301.8585,,,1.0,1817301.8585,183324.2814999998,183324.2814999998
4,2010-05-14,1875597.28,0,62.35,2.845,126.2085484,7.896,1906760.403,,,1.0,1906760.403,-31163.122999999905,31163.122999999905
4,2010-05-21,1903752.6,0,67.4,2.82,126.1843871,7.896,1910608.781,,,1.0,1910608.781,-6856.180999999866,6856.180999999866
4,2010-05-28,1857533.7,0,67.73,2.756,126.1602258,7.896,1908429.2689999999,,,1.0,1908429.2689999999,-50895.5689999999,50895.5689999999
4,2010-06-04,1903290.58,0,70.83,2.701,126.1360645,7.896,1876419.852,,,1.0,1876419.852,26870.72800000012,26870.72800000012
4,2010-06-11,1870619.23,0,78.45,2.668,126.1119032,7.896,1887344.975,,,1.0,1887344.975,-16725.74500000011,16725.74500000011
4,2010-06-18,1929736.35,0,81.53,2.635,126.114,7.896,1880091.373,,,1.0,1880091.373,49644.97700000019,49644.97700000019
4,2010-06-25,1846651.95,0,81.1,2.654,126.1266,7.896,1905078.4925,,,1.0,1905078.4925,-58426.54249999998,58426.54249999998
4,2010-07-02,1881337.21,0,73.66,2.668,126.1392,7.372,1879326.582,,,1.0,1879326.582,2010.628000000026,2010.628000000026
4,2010-07-09,1812208.22,0,80.35,2.637,126.1518,7.372,1876457.24,,,1.0,1876457.24,-64249.02000000002,64249.02000000002
4,2010-07-16,1898427.66,0,78.53,2.621,126.1498065,7.372,1841569.926,,,1.0,1841569.926,56857.73399999994,56857.73399999994
4,2010-07-23,1848426.78,0,79.78,2.612,126.1283548,7.372,1865687.2884999998,,,1.0,1865687.2884999998,-17260.508499999763,17260.508499999763
4,2010-07-30,1796637.61,0,80.7,2.65,126.1069032,7.372,1860494.304,,,1.0,1860494.304,-63856.6939999999,63856.6939999999
4,2010-08-06,1907638.58,0,76.53,2.64,126.0854516,7.372,1830032.327,,,1.0,1830032.327,77606.25300000003,77606.25300000003
4,2010-08-13,2007050.75,0,78.08,2.698,126.064,7.372,1859906.4705,,,1.0,1859906.4705,147144.27949999995,147144.27949999995
4,2010-08-20,1997181.09,0,78.83,2.671,126.0766452,7.372,1940694.5195,,,1.0,1940694.5195,56486.57050000015,56486.57050000015
4,2010-08-27,1848403.92,0,74.44,2.621,126.0892903,7.372,1987204.0945000001,,,1.0,1987204.0945000001,-138800.1745000002,138800.1745000002
4,2010-09-03,1935857.58,0,76.8,2.584,126.1019355,7.372,1924272.954,,,1.0,1924272.954,11584.626000000164,11584.626000000164
4,2010-09-10,1865820.81,1,73.54,2.574,126.1145806,7.372,1914447.3255,,,1.0,1914447.3255,-48626.51549999998,48626.51549999998
4,2010-09-17,1899959.61,0,64.91,2.594,126.1454667,7.372,1887721.146,,,1.0,1887721.146,12238.464000000153,12238.464000000153
4,2010-09-24,1810684.68,0,60.96,2.642,126.1900333,7.372,1893395.7255000002,,,1.0,1893395.7255000002,-82711.04550000024,82711.04550000024
4,2010-10-01,1842821.02,0,63.96,2.619,126.2346,7.127,1850201.325,,,1.0,1850201.325,-7380.304999999935,7380.304999999935
4,2010-10-08,1951494.85,0,67.73,2.645,126.2791667,7.127,1840144.0895,,,1.0,1840144.0895,111350.76050000009,111350.76050000009
4,2010-10-15,1867345.09,0,62.03,2.732,126.3266774,7.127,1892337.484,,,1.0,1892337.484,-24992.393999999855,24992.393999999855
4,2010-10-22,1927610.06,0,64.17,2.736,126.3815484,7.127,1893118.8955,,,1.0,1893118.8955,34491.164499999955,34491.164499999955
4,2010-10-29,1933333.0,0,56.94,2.718,126.4364194,7.127,1910100.039,,,1.0,1910100.039,23232.960999999894,23232.960999999894
4,2010-11-05,2013115.79,0,51.6,2.699,126.4912903,7.127,1921431.7845,,,1.0,1921431.7845,91684.00549999997,91684.00549999997
4,2010-11-12,1999794.26,0,52.65,2.741,126.5461613,7.127,1972365.954,,,1.0,1972365.954,27428.3060000001,27428.3060000001
4,2010-11-19,2097809.4,0,48.05,2.78,126.6072,7.127,1994487.6064999998,,,1.0,1994487.6064999998,103321.79350000015,103321.79350000015
4,2010-11-26,2789469.45,1,48.08,2.752,126.6692667,7.127,2050800.0595,,,1.0,2050800.0595,738669.3905000002,738669.3905000002
4,2010-12-03,2102530.17,0,46.4,2.727,126.7313333,7.127,2428937.154,,,1.0,2428937.154,-326406.9840000002,326406.9840000002
4,2010-12-10,2302504.86,0,42.4,2.86,126.7934,7.127,2342250.8025,,,1.0,2342250.8025,-39745.942500000354,39745.942500000354
4,2010-12-17,2740057.14,0,46.57,2.884,126.8794839,7.127,2305558.4069999997,,,1.0,2305558.4069999997,434498.7330000005,434498.7330000005
4,2010-12-24,3526713.39,0,43.21,2.887,126.9835806,7.127,2491284.7965,,,1.0,2491284.7965,1035428.5935,1035428.5935
4,2010-12-31,1794868.74,1,38.09,2.955,127.0876774,7.127,3067752.423,,,1.0,3067752.423,-1272883.683,1272883.683
4,2011-01-07,1862476.27,0,39.34,2.98,127.1917742,6.51,2542792.6275,,,1.0,2542792.6275,-680316.3574999999,680316.3574999999
4,2011-01-14,1865502.46,0,31.6,2.992,127.3009355,6.51,2088449.2025,,,1.0,2088449.2025,-222946.74249999993,222946.74249999993
4,2011-01-21,1886393.94,0,38.34,3.017,127.4404839,6.51,1853848.2355,,,1.0,1853848.2355,32545.704499999993,32545.704499999993
4,2011-01-28,1814240.85,0,40.6,3.022,127.5800323,6.51,1875494.2714999998,,,1.0,1875494.2714999998,-61253.421499999706,61253.421499999706
4,2011-02-04,2119086.04,0,34.61,2.996,127.7195806,6.51,1847183.673,2135143.87,2135143.87,1.0,1847183.673,271902.3670000001,271902.3670000001
4,2011-02-11,2187847.29,1,33.29,3.033,127.859129,6.51,1977486.4085,2188307.39,2161725.63,1.0122965466251146,2001802.6623226507,186044.62767734937,186044.62767734937
4,2011-02-18,2316495.56,0,48.17,3.058,127.99525,6.51,2107739.8865,2049860.26,2124437.1733333333,0.96489568424548,2033749.1199959079,282746.4400040922,282746.4400040922
4,2011-02-25,2078094.69,0,49.0,3.087,128.13,6.51,2241857.2375,1925728.84,2074760.09,0.9281694058420027,2080823.3001129683,-2728.6101129683666,2728.6101129683666
4,2011-03-04,2103455.75,0,46.56,3.305,128.26475,6.51,2177997.8844999997,1971057.44,2033738.4825,0.9691793989053359,2110870.6805168027,-7414.930516802706,7414.930516802706
4,2011-03-11,2039818.41,0,50.93,3.461,128.3995,6.51,2126535.3504999997,1894324.09,1960242.6575,0.9663722410856678,2055024.7324105806,-15206.322410580702,15206.322410580702
4,2011-03-18,2116475.38,0,51.86,3.495,128.5121935,6.51,2067832.921,1897429.36,1922134.9325,0.9871468063546054,2041254.6640400651,75220.71595993475,75220.71595993475
4,2011-03-25,1944164.32,0,59.1,3.48,128.6160645,6.51,2087692.4959999998,1762539.3,1881337.5475,0.9368543685008232,1955863.834963987,-11699.51496398705,11699.51496398705
4,2011-04-01,1900246.47,0,56.99,3.521,128.7199355,5.946,2018821.3045,1979247.12,1883384.9675,1.0508988625024693,2121577.0124948015,-221330.54249480157,221330.54249480157
4,2011-04-08,2074953.46,0,62.61,3.605,128.8238065,5.946,1948052.054,1818452.72,1864417.125,0.975346501389811,1900025.7553941354,174927.7046058646,174927.7046058646
4,2011-04-15,1960587.76,0,62.34,3.724,128.9107333,5.946,1994187.6424999998,1851519.69,1852939.7075,0.9992336407416538,1992659.3783372904,-32071.61833729036,32071.61833729036
4,2011-04-22,2220600.76,0,68.8,3.781,128.9553,5.946,1991564.5614999998,1802677.9,1862974.3575,0.9676343062601709,1927106.1928393939,293494.5671606059,293494.5671606059
4,2011-04-29,1878167.44,0,64.22,3.781,128.9998667,5.946,2107749.1149999998,1817273.28,1822480.8975,0.9971425667576853,2101726.362612339,-223558.92261233926,223558.92261233926
4,2011-05-06,2063682.76,0,63.41,3.866,129.0444333,5.946,2010382.1499999997,2000626.14,1868024.2525,1.0709850995363348,2153089.3270238205,-89406.56702382048,89406.56702382048
4,2011-05-13,2002362.37,0,70.65,3.872,129.089,5.946,2022290.0979999998,1875597.28,1874043.6500000001,1.0008290255138934,2023966.6280877357,-21604.258087735623,21604.258087735623
4,2011-05-20,2015563.48,0,70.49,3.881,129.0756774,5.946,2005195.267,1903752.6,1899312.325,1.0023378329838406,2009883.0786342337,5680.401365766302,5680.401365766302
4,2011-05-27,1986597.95,0,73.65,3.771,129.0623548,5.946,2018160.9835,1857533.7,1909377.43,0.972847835537681,1963363.5445645726,23234.405435427325,23234.405435427325
4,2011-06-03,2065377.15,0,78.26,3.683,129.0490323,5.946,1999100.5485,1903290.58,1885043.54,1.009679903733152,2018451.6493623715,46925.50063762837,46925.50063762837
4,2011-06-10,2073951.38,0,80.05,3.64,129.0357097,5.946,2030332.3794999998,1870619.23,1883799.0274999999,0.9930036074402847,2016127.377146317,57824.00285368296,57824.00285368296
4,2011-06-17,2141210.62,0,83.51,3.618,129.0432,5.946,2057847.3849999998,1929736.35,1890294.965,1.0208652013205781,2100784.78497505,40425.835024950095,40425.835024950095
4,2011-06-24,2008344.92,0,81.85,3.57,129.0663,5.946,2106294.8655,1846651.95,1887574.5275,0.9783200202673851,2060630.435505049,-52285.515505049145,52285.515505049145
4,2011-07-01,2051533.53,0,84.54,3.504,129.0894,5.644,2064688.8839999998,1881337.21,1882086.185,0.9996020506361668,2063867.2423720986,-12333.712372098584,12333.712372098584
4,2011-07-08,2066541.86,0,84.59,3.469,129.1125,5.644,2049869.08,1812208.22,1867483.4324999999,0.9704012300521441,1989195.4766778569,77346.38332214323,77346.38332214323
4,2011-07-15,2049046.95,0,83.27,3.563,129.1338387,5.644,2052559.4035,1898427.66,1859656.26,1.020848691682408,2095352.5816633988,-46305.63166339882,46305.63166339882
4,2011-07-22,2036231.39,0,82.84,3.627,129.1507742,5.644,2055543.1554999999,1848426.78,1860099.9674999998,0.9937244300285168,2042643.4505982564,-6412.060598256532,6412.060598256532
4,2011-07-29,1989674.07,0,84.36,3.659,129.1677097,5.644,2045263.4065,1796637.61,1838925.0675,0.9770042519690652,1998231.0445472347,-8556.974547234597,8556.974547234597
4,2011-08-05,2160057.39,0,86.09,3.662,129.1846452,5.644,2014875.0639999998,1907638.58,1862782.6575,1.0240800623300843,2063393.3811284525,96664.00887154764,96664.00887154764
4,2011-08-12,2105668.74,0,82.98,3.617,129.2015806,5.644,2081849.328,2007050.75,1889938.43,1.0619662091320086,2210853.6388401794,-105184.8988401792,105184.8988401792
4,2011-08-19,2232892.1,0,82.77,3.55,129.2405806,5.644,2107305.567,1997181.09,1927127.0074999998,1.0363515649084691,2183909.4221007787,48982.677899221424,48982.677899221424
4,2011-08-26,1988490.21,0,81.47,3.523,129.2832581,5.644,2177438.7175000003,1848403.92,1940068.585,0.9527518430488889,2074558.7512241344,-86068.54122413439,86068.54122413439
4,2011-09-02,2078420.31,0,77.99,3.533,129.3259355,5.644,2091607.651,1935857.58,1947123.335,0.9942141543899684,2079505.9320545532,-1085.622054553125,1085.622054553125
4,2011-09-09,2093139.01,1,73.34,3.554,129.3686129,5.644,2070115.5435,1865820.81,1911815.85,0.9759416996150544,2020312.081922932,72826.92807706795,72826.92807706795
4,2011-09-16,2075577.33,0,72.76,3.532,129.4306,5.644,2072290.145,1899959.61,1887510.4800000002,1.0065955289424406,2085957.994628482,-10380.664628481958,10380.664628481958
4,2011-09-23,2031406.41,0,69.23,3.473,129.5183333,5.644,2082150.365,1810684.68,1878080.67,0.9641144328480842,2007431.2182564065,23975.19174359343,23975.19174359343
4,2011-09-30,1929486.63,0,72.15,3.371,129.6060667,5.644,2056126.122,1842821.02,1854821.5299999998,0.9935300999013098,2042823.1914003526,-113336.56140035274,113336.56140035274
4,2011-10-07,2166737.65,0,65.79,3.299,129.6938,5.143,1987072.1579999998,1951494.85,1876240.04,1.0401093721462207,2066772.3746666156,99965.27533338428,99965.27533338428
4,2011-10-14,2074548.85,0,63.75,3.283,129.7706452,5.143,2063400.1069999998,1867345.09,1868086.41,0.9996031661083601,2062581.2799055288,11967.570094471332,11967.570094471332
4,2011-10-21,2207742.13,0,64.79,3.361,129.7821613,5.143,2085055.5969999998,1927610.06,1897317.7550000001,1.0159658575481996,2118345.297641778,89396.83235822199,89396.83235822199
4,2011-10-28,2151659.59,0,55.31,3.362,129.7936774,5.143,2154973.81,1933333.0,1919945.75,1.0069727230574093,2169999.8455731003,-18340.25557310041,18340.25557310041
4,2011-11-04,2281217.31,0,49.86,3.322,129.8051935,5.143,2159721.868,2013115.79,1935350.985,1.0401812413369558,2246502.1735988087,34715.136401191354,34715.136401191354
4,2011-11-11,2203028.96,0,47.12,3.286,129.8167097,5.143,2224850.8310000002,1999794.26,1968463.2775,1.0159164678651211,2260262.5977562997,-57233.63775629969,57233.63775629969
4,2011-11-18,2243946.59,0,50.44,3.294,129.8268333,5.143,2222689.477,2097809.4,2011013.1124999998,1.043160478149294,2318621.8176047243,-74675.22760472447,74675.22760472447
4,2011-11-25,3004702.33,1,47.96,3.225,129.8364,5.143,2235216.0275,2789469.45,2225047.225,1.2536675260903731,2802217.7474734765,202484.58252652362,202484.58252652362
4,2011-12-02,2180999.26,0,38.71,3.176,129.8459667,5.143,2618186.8155,2102530.17,2247400.82,0.9355385791841083,2449414.773411435,-268415.5134114353,268415.5134114353
4,2011-12-09,2508955.24,0,31.64,3.153,129.8555333,5.143,2478737.434,2302504.86,2323078.4699999997,0.9911438161621807,2456785.2795988116,52169.96040118858,52169.96040118858
4,2011-12-16,2771397.17,0,36.44,3.149,129.8980645,5.143,2468532.7105,2740057.14,2483640.405,1.1032422948522616,2723389.6924498933,48007.47755010659,48007.47755010659
4,2011-12-23,3676388.98,0,35.92,3.103,129.9845484,5.143,2590982.808,3526713.39,2667951.39,1.3218806771438216,3424970.1087070405,251418.87129295943,251418.87129295943
4,2011-12-30,2007105.86,1,36.89,3.119,130.0710323,5.143,3184526.7855,1794868.74,2591036.0325,0.6927224158547088,2205993.0882055904,-198887.22820559028,198887.22820559028
4,2012-01-06,2047766.07,0,38.64,3.158,130.1575161,4.607,2705998.6485,1862476.27,2481028.8850000002,0.7506870561887875,2031358.1594933027,16407.91050669737,16407.91050669737
4,2012-01-13,1941676.61,0,34.41,3.263,130.244,4.607,2277828.433,1865502.46,2262390.215,0.8245714853394555,1878232.3743472544,63444.2356527457,63444.2356527457
4,2012-01-20,2005097.76,0,42.09,3.273,130.2792258,4.607,1988622.3085000003,1886393.94,1852310.3525,1.0184005814436001,2025214.1152481146,-20116.35524811456,20116.35524811456
4,2012-01-27,1928720.51,0,40.31,3.29,130.3144516,4.607,1989300.604,1814240.85,1857153.38,0.9768933840025643,1943334.598839905,-14614.088839905104,14614.088839905104
4,2012-02-03,2173373.91,0,41.81,3.354,130.3496774,4.607,1957395.9625,2119086.04,1921305.8225,1.1029405184660548,2158891.317723112,14482.592276887968,14482.592276887968
4,2012-02-10,2374660.64,1,33.0,3.411,130.3849032,4.607,2062503.7974999999,2187847.29,2001892.03,1.0928897548985197,2254089.269727041,120571.37027295912,120571.37027295912
4,2012-02-17,2427640.17,0,34.19,3.493,130.4546207,4.607,2237319.2649999997,2316495.56,2109417.435,1.0981683954840356,2456953.3074305714,-29313.137430571485,29313.137430571485
4,2012-02-24,2226662.17,0,41.31,3.541,130.5502069,4.607,2370957.3955,2078094.69,2175380.895,0.9552785421515803,2264924.724276748,-38262.554276748095,38262.554276748095
4,2012-03-02,2206319.9,0,50.38,3.619,130.6457931,4.607,2319204.2405,2103455.75,2171473.3225,0.9686767634696558,2246559.257512641,-40239.35751264123,40239.35751264123
4,2012-03-09,2202450.81,0,53.63,3.667,130.7413793,4.607,2246637.735,2039818.41,2134466.1025,0.9556574393994153,2147016.065088202,55434.744911798276,55434.744911798276
4,2012-03-16,2214967.44,0,59.81,3.707,130.8261935,4.607,2207436.6955,2116475.38,2084461.0574999999,1.0153585610941547,2241339.7468493157,-26372.306849315763,26372.306849315763
4,2012-03-23,2091592.54,0,59.07,3.759,130.8966452,4.607,2209289.4885,1944164.32,2050978.465,0.9479203966190839,2094230.5681852929,-2638.0281852928456,2638.0281852928456
4,2012-03-30,2089381.77,0,72.63,3.82,130.9670968,4.607,2151402.4955,1900246.47,2000176.145,0.9500395626406193,2043917.485888757,45464.284111242974,45464.284111242974
4,2012-04-06,2470206.13,0,67.69,3.864,131.0375484,4.308,2108993.3899999997,2074953.46,2008959.9075,1.032849611509731,2178273.0035380903,291933.1264619096,291933.1264619096
4,2012-04-13,2105301.39,0,68.69,3.881,131.108,4.308,2280125.5654999996,1960587.76,1969988.0025,0.9952282742391981,2269245.4316012403,-163944.04160124017,163944.04160124017
4,2012-04-20,2144336.89,0,68.6,3.864,131.1173333,4.308,2230630.1059999997,2220600.76,2039097.1124999998,1.0890117721158805,2429182.444670094,-284845.55467009405,284845.55467009405
4,2012-04-27,2064065.66,0,76.47,3.81,131.1266667,4.308,2179554.851,1878167.44,2033577.355,0.9235780657087421,2012989.0533926855,51076.60660731443,51076.60660731443
4,2012-05-04,2196968.33,0,80.14,3.747,131.136,4.308,2098345.95,2063682.76,2030759.68,1.0162121989737358,2132364.752057133,64603.5779428673,64603.5779428673
4,2012-05-11,2127661.17,0,67.64,3.685,131.1453333,4.308,2142557.6795,2002362.37,2041203.3325,0.9809715367981353,2101788.099537762,25873.070462238044,25873.070462238044
4,2012-05-18,2207214.81,0,68.43,3.62,131.0983226,4.308,2142379.3495,2015563.48,1989944.0125,1.0128744664870315,2169961.340637646,37253.469362353906,37253.469362353906
4,2012-05-25,2154137.67,0,77.47,3.551,131.0287742,4.308,2177834.0640000002,1986597.95,2017051.64,0.984901878863151,2144952.861485772,9184.80851422809,9184.80851422809
4,2012-06-01,2179360.94,0,77.41,3.483,130.9592258,4.308,2168743.194,2065377.15,2017475.2374999998,1.0237434946459907,2220236.736415268,-40875.79641526798,40875.79641526798
4,2012-06-08,2245257.18,0,78.11,3.433,130.8896774,4.308,2174710.876,2073951.38,2035372.4899999998,1.0189542160904417,2215930.8158779377,29326.364122062456,29326.364122062456
4,2012-06-15,2234190.93,0,80.94,3.372,130.8295333,4.308,2208525.5695,2141210.62,2066784.275,1.0360106983105435,2288056.117494386,-53865.18749438599,53865.18749438599
4,2012-06-22,2197299.65,0,81.63,3.329,130.7929,4.308,2229839.619,2008344.92,2072221.0175,0.9691750556718788,2161104.936883686,36194.7131163138,36194.7131163138
4,2012-06-29,2128362.92,0,84.23,3.257,130.7562667,4.308,2217405.2275,2051533.53,2068760.1124999998,0.9916729917616295,2198940.8759028018,-70577.95590280183,70577.95590280183
4,2012-07-06,2224499.28,0,80.37,3.187,130.7196333,4.077,2168364.977,2066541.86,2066907.7325000002,0.9998229855671605,2167981.1451034076,56518.13489659224,56518.13489659224
4,2012-07-13,2100252.61,0,76.86,3.224,130.683,4.077,2186771.6095,2049046.95,2043866.8150000002,1.0025344777663507,2192313.9335243646,-92061.32352436474,92061.32352436474
4,2012-07-20,2175563.69,0,79.14,3.263,130.7012903,4.077,2147955.4909999995,2036231.39,2050838.4324999999,0.9928775264455163,2132656.734819144,42906.95518085593,42906.95518085593
4,2012-07-27,2048613.65,0,81.06,3.356,130.7195806,4.077,2156545.1504999995,1989674.07,2035373.5675000001,0.9775473661298787,2108125.0318114376,-59511.38181143766,59511.38181143766
4,2012-08-03,2174514.13,0,83.86,3.374,130.737871,4.077,2100792.008,2160057.39,2058752.45,1.0492069554064163,2204165.5866558114,-29651.45665581152,29651.45665581152
4,2012-08-10,2193367.69,0,83.21,3.476,130.7561613,4.077,2130606.3959999997,2105668.74,2072907.8975,1.0158042923853543,2164279.1224404895,29088.56755951047,29088.56755951047
4,2012-08-17,2283540.3,0,81.41,3.552,130.7909677,4.077,2165055.8379999995,2232892.1,2122073.075,1.052222058846866,2278119.5113787865,5420.788621213287,5420.788621213287
4,2012-08-24,2125241.68,0,75.76,3.61,130.8381613,4.077,2235625.961,1988490.21,2121777.11,0.9371814789725958,2095187.244559511,30054.43544048909,30054.43544048909
4,2012-08-31,2081181.35,0,76.47,3.646,130.8853548,4.077,2190865.0985,2078420.31,2101367.84,0.9890797177137727,2166940.233173337,-85758.88317333674,85758.88317333674
4,2012-09-07,2125104.72,1,82.09,3.709,130.9325484,4.077,2126956.308,2093139.01,2098235.4075,0.9975711030889177,2121790.150393492,3314.5696065081283,3314.5696065081283
4,2012-09-14,2117854.6,0,68.2,3.706,130.9776667,4.077,2109752.0845,2075577.33,2058906.715,1.0080968287094056,2126834.3857475077,-8979.785747507587,8979.785747507587
4,2012-09-21,2119438.53,0,68.97,3.721,131.0103333,4.077,2114891.1545,2031406.41,2069635.7650000001,0.9815284623282492,2075825.862868001,43612.66713199881,43612.66713199881
4,2012-09-28,2027620.23,0,71.74,3.666,131.043,4.077,2119734.0829999996,1929486.63,2032402.345,0.949362528904187,2012396.1096412775,15224.120358722517,15224.120358722517
4,2012-10-05,2209835.43,0,63.07,3.62,131.0756667,3.879,2073291.7905,2166737.65,2050802.005,1.0565318566674602,2190498.8248303677,19336.605169632472,19336.605169632472
4,2012-10-12,2133026.07,0,57.11,3.603,131.1083333,3.879,2132500.575,2074548.85,2050544.885,1.0117061397561167,2157463.9247609493,-24437.8547609495,24437.8547609495
4,2012-10-19,2097266.85,0,64.46,3.61,131.1499677,3.879,2144098.4699999997,2207742.13,2094628.815,1.0540016036206397,2259883.2257005596,-162616.37570055947,162616.37570055947
4,2012-10-26,2149594.46,0,63.64,3.514,131.1930968,3.879,2126667.864,2151659.59,2150172.0549999997,1.0006918213807778,2128139.1382981283,21455.321701871697,21455.321701871697
5,2010-02-05,317173.1,0,39.7,2.572,211.6539716,6.566,,,,1.0,,,
5,2010-02-12,311825.7,1,39.81,2.548,211.8004698,6.566,,,,1.0,,,
5,2010-02-19,303447.57,0,41.14,2.514,211.8471283,6.566,,,,1.0,,,
5,2010-02-26,270281.63,0,46.7,2.561,211.8771468,6.566,308438.745,,,1.0,308438.745,-38157.11499999999,38157.11499999999
5,2010-03-05,288855.71,0,48.89,2.625,211.9071653,6.566,288121.3195,,,1.0,288121.3195,734.3905000000377,734.3905000000377
5,2010-03-12,297293.59,0,58.5,2.667,211.9371839,6.566,284543.561,,,1.0,284543.561,12750.029000000039,12750.029000000039
5,2010-03-19,281706.41,0,55.46,2.72,211.770897,6.566,290288.53800000006,,,1.0,290288.53800000006,-8582.128000000084,8582.128000000084
5,2010-03-26,273282.97,0,52.47,2.732,211.5718925,6.566,288234.31799999997,,,1.0,288234.31799999997,-14951.347999999998,14951.347999999998
5,2010-04-02,331406.0,0,63.18,2.719,211.372888,6.465,279832.767,,,1.0,279832.767,51573.23300000001,51573.23300000001
5,2010-04-09,328020.49,0,65.19,2.77,211.1738835,6.465,303608.001,,,1.0,303608.001,24412.489,24412.489
5,2010-04-16,306858.69,0,65.3,2.808,211.0388528,6.465,320994.7905,,,1.0,320994.7905,-14136.1005,14136.1005
5,2010-04-23,288839.73,0,65.13,2.795,210.9891204,6.465,317947.4165,,,1.0,317947.4165,-29107.68650000001,29107.68650000001
5,2010-04-30,298697.84,0,67.53,2.78,210.939388,6.465,301023.48,,,1.0,301023.48,-2325.6399999999558,2325.6399999999558
5,2010-05-07,333522.6,0,71.53,2.835,210.8896556,6.465,296471.629,,,1.0,296471.629,37050.97099999996,37050.97099999996
5,2010-05-14,296673.77,0,74.79,2.854,210.8872772,6.465,314631.5035,,,1.0,314631.5035,-17957.733499999973,17957.733499999973
5,2010-05-21,301615.49,0,75.2,2.826,211.169023,6.465,309874.471,,,1.0,309874.471,-8258.981000000029,8258.981000000029
5,2010-05-28,310013.11,0,79.81,2.759,211.4507688,6.465,304671.9545,,,1.0,304671.9545,5341.1554999999935,5341.1554999999935
5,2010-06-04,337825.89,0,79.54,2.705,211.7325146,6.465,305073.042,,,1.0,305073.042,32752.847999999998,32752.847999999998
5,2010-06-11,296641.91,0,80.7,2.668,212.0142605,6.465,322659.85699999996,,,1.0,322659.85699999996,-26017.946999999986,26017.946999999986
5,2010-06-18,313795.6,0,83.91,2.637,212.0119769,6.465,313061.983,,,1.0,313061.983,733.6169999999693,733.6169999999693
5,2010-06-25,295257.3,0,83.72,2.653,211.8960815,6.465,311396.35199999996,,,1.0,311396.35199999996,-16139.051999999967,16139.051999999967
5,2010-07-02,305993.27,0,81.25,2.669,211.7801861,6.496,301953.3965,,,1.0,301953.3965,4039.873500000045,4039.873500000045
5,2010-07-09,291808.87,0,81.14,2.642,211.6642907,6.496,303406.03,,,1.0,303406.03,-11597.160000000033,11597.160000000033
5,2010-07-16,280701.7,0,83.98,2.623,211.6561123,6.496,297290.67449999996,,,1.0,297290.67449999996,-16588.974499999953,16588.974499999953
5,2010-07-23,274742.63,0,83.66,2.608,211.7915565,6.496,288382.94499999995,,,1.0,288382.94499999995,-13640.314999999944,13640.314999999944
5,2010-07-30,268929.03,0,82.46,2.64,211.9270006,6.496,279388.2405,,,1.0,279388.2405,-10459.210499999986,10459.210499999986
5,2010-08-06,303043.02,0,86.1,2.627,212.0624447,6.496,272729.6905,,,1.0,272729.6905,30313.329499999993,30313.329499999993
5,2010-08-13,286477.35,0,87.41,2.692,212.1978889,6.496,286858.065,,,1.0,286858.065,-380.7150000000256,380.7150000000256
5,2010-08-20,287205.38,0,87.71,2.664,212.1608984,6.496,289643.0865,,,1.0,289643.0865,-2437.706499999971,2437.706499999971
5,2010-08-27,288519.75,0,87.05,2.619,212.123908,6.496,289326.2155,,,1.0,289326.2155,-806.4654999999912,806.4654999999912
5,2010-09-03,323798.0,0,84.06,2.577,212.0869176,6.496,287753.3605,,,1.0,287753.3605,36044.63949999999,36044.63949999999
5,2010-09-10,306533.08,1,79.86,2.565,212.0499271,6.496,305961.7195,,,1.0,305961.7195,571.3605000000098,571.3605000000098
5,2010-09-17,282558.65,0,82.28,2.582,212.0769346,6.496,309873.8025,,,1.0,309873.8025,-27315.152499999967,27315.152499999967
5,2010-09-24,293131.58,0,78.53,2.624,212.1519404,6.496,297135.603,,,1.0,297135.603,-4004.0229999999865,4004.0229999999865
5,2010-10-01,283178.12,0,71.1,2.603,212.2269463,6.768,291441.2795,,,1.0,291441.2795,-8263.159500000009,8263.159500000009
5,2010-10-08,290494.85,0,64.99,2.633,212.3019522,6.768,286568.9105,,,1.0,286568.9105,3925.9394999999786,3925.9394999999786
5,2010-10-15,280681.2,0,68.11,2.72,212.3691867,6.768,288329.50399999996,,,1.0,288329.50399999996,-7648.3039999999455,7648.3039999999455
5,2010-10-22,284988.27,0,70.96,2.725,212.4169928,6.768,284490.5155,,,1.0,284490.5155,497.7545000000391,497.7545000000391
5,2010-10-29,278031.81,0,70.58,2.716,212.464799,6.768,284306.7825,,,1.0,284306.7825,-6274.972499999974,6274.972499999974
